,ts_code,ann_date,nav_date,unit_nav,accum_nav,accum_div,net_asset,total_netasset,adj_nav,update_flag
324,161130.SZ,20220930,20220928,1.9243,1.9243,,,,1.9243,0
325,161130.SZ,20220929,20220927,1.88,1.88,,,,1.88,0
326,161130.SZ,20220928,20220926,1.8667,1.8667,,,,1.8667,0
327,161130.SZ,20220927,20220923,1.8661,1.8661,,,,1.8661,0
328,161130.SZ,20220924,20220922,1.8922,1.8922,,,,1.8922,0
329,161130.SZ,20220923,20220921,1.9061,1.9061,,,,1.9061,0
330,161130.SZ,20220922,20220920,1.9369,1.9369,,,,1.9369,0
331,161130.SZ,20220921,20220919,1.9506,1.9506,,,,1.9506,0
332,161130.SZ,20220920,20220916,1.9343,1.9343,,,,1.9343,0
333,161130.SZ,20220917,20220915,1.939,1.939,,,,1.939,0
334,161130.SZ,20220916,20220914,1.9711,1.9711,,,,1.9711,0
335,161130.SZ,20220915,20220913,1.9505,1.9505,,,,1.9505,0
336,161130.SZ,20220914,20220909,2.0402,2.0402,,,,2.0402,0
337,161130.SZ,20220910,20220908,2.0008,2.0008,,,,2.0008,0
338,161130.SZ,20220909,20220907,1.9918,1.9918,,,,1.9918,0
339,161130.SZ,20220908,20220906,1.952,1.952,,,,1.952,0
340,161130.SZ,20220907,20220905,1.9628,1.9628,,,,1.9628,0
341,161130.SZ,20220906,20220902,1.9607,1.9607,,,,1.9607,0
342,161130.SZ,20220903,20220901,1.9851,1.9851,,,,1.9851,0
343,161130.SZ,20220902,20220831,1.9867,1.9867,,,,1.9867,0
344,161130.SZ,20220901,20220830,1.9945,1.9945,,,,1.9945,0
345,161130.SZ,20220831,20220829,2.0132,2.0132,,,,2.0132,0
346,161130.SZ,20220830,20220826,2.0257,2.0257,,,,2.0257,0
347,161130.SZ,20220827,20220825,2.1092,2.1092,,,,2.1092,0
348,161130.SZ,20220826,20220824,2.0702,2.0702,,,,2.0702,0
349,161130.SZ,20220825,20220823,2.0687,2.0687,,,,2.0687,0
350,161130.SZ,20220824,20220822,2.0607,2.0607,,,,2.0607,0
351,161130.SZ,20220823,20220819,2.1103,2.1103,,,,2.1103,0
352,161130.SZ,20220820,20220818,2.142,2.142,,,,2.142,0
353,161130.SZ,20220819,20220817,2.1385,2.1385,,,,2.1385,0
354,161130.SZ,20220818,20220816,2.1586,2.1586,,,,2.1586,0
355,161130.SZ,20220817,20220815,2.1535,2.1535,,,,2.1535,0
356,161130.SZ,20220816,20220812,2.1386,2.1386,,,,2.1386,0
357,161130.SZ,20220813,20220811,2.0949,2.0949,,,,2.0949,0
358,161130.SZ,20220812,20220810,2.1163,2.1163,,,,2.1163,0
359,161130.SZ,20220811,20220809,2.0598,2.0598,,,,2.0598,0
360,161130.SZ,20220810,20220808,2.0857,2.0857,,,,2.0857,0
361,161130.SZ,20220809,20220805,2.0847,2.0847,,,,2.0847,0
362,161130.SZ,20220806,20220804,2.1068,2.1068,,,,2.1068,0
363,161130.SZ,20220805,20220803,2.1031,2.1031,,,,2.1031,0
364,161130.SZ,20220804,20220802,2.04,2.04,,,,2.04,0
365,161130.SZ,20220803,20220801,2.0461,2.0461,,,,2.0461,0
366,161130.SZ,20220802,20220729,2.0465,2.0465,,,,2.0465,0
367,161130.SZ,20220730,20220728,2.011,2.011,,,,2.011,0
368,161130.SZ,20220729,20220727,2.0024,2.0024,,,,2.0024,0
369,161130.SZ,20220728,20220726,1.9181,1.9181,,,,1.9181,0
370,161130.SZ,20220727,20220725,1.9562,1.9562,,,,1.9562,0
371,161130.SZ,20220726,20220722,1.9661,1.9661,,,,1.9661,0
372,161130.SZ,20220723,20220721,2.0024,2.0024,,,,2.0024,0
373,161130.SZ,20220722,20220720,1.9712,1.9712,,,,1.9712,0
374,161130.SZ,20220721,20220719,1.9423,1.9423,,,,1.9423,0
375,161130.SZ,20220720,20220718,1.8864,1.8864,,,,1.8864,0
376,161130.SZ,20220719,20220715,1.9039,1.9039,,,,1.9039,0
377,161130.SZ,20220716,20220714,1.8655,1.8655,,,,1.8655,0
378,161130.SZ,20220715,20220713,1.86,1.86,,,,1.86,0
379,161130.SZ,20220714,20220712,1.8626,1.8626,,,,1.8626,0
380,161130.SZ,20220713,20220711,1.8713,1.8713,,,,1.8713,0
381,161130.SZ,20220712,20220708,1.9147,1.9147,,,,1.9147,0
382,161130.SZ,20220709,20220707,1.9134,1.9134,,,,1.9134,0
383,161130.SZ,20220708,20220706,1.8777,1.8777,,,,1.8777,0
384,161130.SZ,20220707,20220705,1.8601,1.8601,,,,1.8601,0
385,161130.SZ,20220706,20220704,1.8329,1.8329,,,,1.8329,0
386,161130.SZ,20220705,20220701,1.8278,1.8278,,,,1.8278,0
387,161130.SZ,20220702,20220630,1.8228,1.8228,,,,1.8228,0
388,161130.SZ,20220720,20220630,1.8228,1.8228,,770809060.07,785185376.9,1.8228,1
389,161130.SZ,20220701,20220629,1.8438,1.8438,,,,1.8438,0
390,161130.SZ,20220630,20220628,1.838,1.838,,,,1.838,0
391,161130.SZ,20220629,20220627,1.8907,1.8907,,,,1.8907,0
392,161130.SZ,20220628,20220624,1.9094,1.9094,,,,1.9094,0
393,161130.SZ,20220625,20220623,1.8512,1.8512,,,,1.8512,0
394,161130.SZ,20220624,20220622,1.8268,1.8268,,,,1.8268,0
395,161130.SZ,20220623,20220621,1.8228,1.8228,,,,1.8228,0
396,161130.SZ,20220622,20220620,1.7885,1.7885,,,,1.7885,0
397,161130.SZ,20220621,20220617,1.7836,1.7836,,,,1.7836,0
398,161130.SZ,20220618,20220616,1.768,1.768,,,,1.768,0
399,161130.SZ,20220617,20220615,1.8475,1.8475,,,,1.8475,0
400,161130.SZ,20220616,20220614,1.8049,1.8049,,,,1.8049,0
401,161130.SZ,20220615,20220613,1.7935,1.7935,,,,1.7935,0
402,161130.SZ,20220614,20220610,1.8688,1.8688,,,,1.8688,0
403,161130.SZ,20220611,20220609,1.928,1.928,,,,1.928,0
404,161130.SZ,20220610,20220608,1.9736,1.9736,,,,1.9736,0
405,161130.SZ,20220609,20220607,1.9882,1.9882,,,,1.9882,0
406,161130.SZ,20220608,20220606,1.9731,1.9731,,,,1.9731,0
407,161130.SZ,20220607,20220602,2.0283,2.0283,,,,2.0283,0
408,161130.SZ,20220603,20220601,1.9644,1.9644,,,,1.9644,0
409,161130.SZ,20220602,20220531,1.9769,1.9769,,,,1.9769,0
410,161130.SZ,20220601,20220530,1.9955,1.9955,,,,1.9955,0
411,161130.SZ,20220531,20220527,2.0055,2.0055,,,,2.0055,0
412,161130.SZ,20220528,20220526,1.9278,1.9278,,,,1.9278,0
413,161130.SZ,20220527,20220525,1.8728,1.8728,,,,1.8728,0
414,161130.SZ,20220526,20220524,1.8476,1.8476,,,,1.8476,0
415,161130.SZ,20220525,20220523,1.8919,1.8919,,,,1.8919,0
416,161130.SZ,20220524,20220520,1.8827,1.8827,,,,1.8827,0
417,161130.SZ,20220521,20220519,1.8898,1.8898,,,,1.8898,0
418,161130.SZ,20220520,20220518,1.8949,1.8949,,,,1.8949,0
419,161130.SZ,20220519,20220517,2.0023,2.0023,,,,2.0023,0
420,161130.SZ,20220518,20220516,1.9545,1.9545,,,,1.9545,0
421,161130.SZ,20220517,20220513,1.977,1.977,,,,1.977,0
422,161130.SZ,20220514,20220512,1.8934,1.8934,,,,1.8934,0
423,161130.SZ,20220513,20220511,1.8965,1.8965,,,,1.8965,0
424,161130.SZ,20220512,20220510,1.9486,1.9486,,,,1.9486,0
425,161130.SZ,20220511,20220509,1.9185,1.9185,,,,1.9185,0
426,161130.SZ,20220510,20220506,1.9771,1.9771,,,,1.9771,0
427,161130.SZ,20220507,20220505,1.9802,1.9802,,,,1.9802,0
428,161130.SZ,20220506,20220429,1.9959,1.9959,,,,1.9959,0
429,161130.SZ,20220430,20220428,2.0674,2.0674,,,,2.0674,0
430,161130.SZ,20220429,20220427,2.0004,2.0004,,,,2.0004,0
431,161130.SZ,20220428,20220426,2.0012,2.0012,,,,2.0012,0
432,161130.SZ,20220427,20220425,2.0563,2.0563,,,,2.0563,0
433,161130.SZ,20220426,20220422,2.0214,2.0214,,,,2.0214,0
434,161130.SZ,20220423,20220421,2.0579,2.0579,,,,2.0579,0
435,161130.SZ,20220422,20220420,2.0943,2.0943,,,,2.0943,0
436,161130.SZ,20220421,20220419,2.1154,2.1154,,,,2.1154,0
437,161130.SZ,20220420,20220418,2.0744,2.0744,,,,2.0744,0
438,161130.SZ,20220419,20220415,2.0763,2.0763,,,,2.0763,0
439,161130.SZ,20220416,20220414,2.065,2.065,,,,2.065,0
440,161130.SZ,20220415,20220413,2.118,2.118,,,,2.118,0
441,161130.SZ,20220414,20220412,2.0799,2.0799,,,,2.0799,0
442,161130.SZ,20220413,20220411,2.0823,2.0823,,,,2.0823,0
443,161130.SZ,20220412,20220408,2.1306,2.1306,,,,2.1306,0
444,161130.SZ,20220409,20220407,2.1598,2.1598,,,,2.1598,0
445,161130.SZ,20220408,20220406,2.1599,2.1599,,,,2.1599,0
446,161130.SZ,20220407,20220401,2.2014,2.2014,,,,2.2014,0
447,161130.SZ,20220402,20220331,2.1975,2.1975,,,,2.1975,0
448,161130.SZ,20220422,20220331,2.1975,2.1975,,895168801.9,907109238.43,2.1975,1
449,161130.SZ,20220401,20220330,2.2328,2.2328,,,,2.2328,0
450,161130.SZ,20220331,20220329,2.2592,2.2592,,,,2.2592,0
451,161130.SZ,20220330,20220328,2.2266,2.2266,,,,2.2266,0
452,161130.SZ,20220329,20220325,2.1939,2.1939,,,,2.1939,0
453,161130.SZ,20220326,20220324,2.1922,2.1922,,,,2.1922,0
454,161130.SZ,20220325,20220323,2.1444,2.1444,,,,2.1444,0
455,161130.SZ,20220324,20220322,2.1773,2.1773,,,,2.1773,0
456,161130.SZ,20220323,20220321,2.1384,2.1384,,,,2.1384,0
457,161130.SZ,20220322,20220318,2.1364,2.1364,,,,2.1364,0
458,161130.SZ,20220319,20220317,2.0937,2.0937,,,,2.0937,0
459,161130.SZ,20220318,20220316,2.0836,2.0836,,,,2.0836,0
460,161130.SZ,20220317,20220315,2.0125,2.0125,,,,2.0125,0
461,161130.SZ,20220316,20220314,1.9475,1.9475,,,,1.9475,0
462,161130.SZ,20220315,20220311,1.9769,1.9769,,,,1.9769,0
463,161130.SZ,20220312,20220310,2.0109,2.0109,,,,2.0109,0
464,161130.SZ,20220311,20220309,2.034,2.034,,,,2.034,0
465,161130.SZ,20220310,20220308,1.9687,1.9687,,,,1.9687,0
466,161130.SZ,20220309,20220307,1.9848,1.9848,,,,1.9848,0
467,161130.SZ,20220308,20220304,2.0514,2.0514,,,,2.0514,0
468,161130.SZ,20220305,20220303,2.0702,2.0702,,,,2.0702,0
469,161130.SZ,20220304,20220302,2.1099,2.1099,,,,2.1099,0
470,161130.SZ,20220303,20220301,2.0661,2.0661,,,,2.0661,0
471,161130.SZ,20220302,20220228,2.105,2.105,,,,2.105,0
472,161130.SZ,20220301,20220225,2.1024,2.1024,,,,2.1024,0
473,161130.SZ,20220226,20220224,2.0702,2.0702,,,,2.0702,0
474,161130.SZ,20220225,20220223,2.0058,2.0058,,,,2.0058,0
475,161130.SZ,20220224,20220222,2.0621,2.0621,,,,2.0621,0
476,161130.SZ,20220223,20220221,2.079,2.079,,,,2.079,0
477,161130.SZ,20220222,20220218,2.0773,2.0773,,,,2.0773,0
478,161130.SZ,20220219,20220217,2.0995,2.0995,,,,2.0995,0
479,161130.SZ,20220218,20220216,2.1651,2.1651,,,,2.1651,0
480,161130.SZ,20220217,20220215,2.1719,2.1719,,,,2.1719,0
481,161130.SZ,20220216,20220214,2.1238,2.1238,,,,2.1238,0
482,161130.SZ,20220215,20220211,2.1223,2.1223,,,,2.1223,0
483,161130.SZ,20220212,20220210,2.1833,2.1833,,,,2.1833,0
484,161130.SZ,20220211,20220209,2.2347,2.2347,,,,2.2347,0
485,161130.SZ,20220210,20220208,2.1879,2.1879,,,,2.1879,0
486,161130.SZ,20220209,20220207,2.1634,2.1634,,,,2.1634,0
487,161130.SZ,20220208,20220128,2.1527,2.1527,,,,2.1527,0
488,161130.SZ,20220129,20220127,2.0757,2.0757,,,,2.0757,0
489,161130.SZ,20220128,20220126,2.0958,2.0958,,,,2.0958,0
490,161130.SZ,20220127,20220125,2.0983,2.0983,,,,2.0983,0
491,161130.SZ,20220126,20220124,2.1503,2.1503,,,,2.1503,0
492,161130.SZ,20220125,20220121,2.143,2.143,,,,2.143,0
493,161130.SZ,20220122,20220120,2.2015,2.2015,,,,2.2015,0
494,161130.SZ,20220121,20220119,2.2354,2.2354,,,,2.2354,0
495,161130.SZ,20220120,20220118,2.2554,2.2554,,,,2.2554,0
496,161130.SZ,20220119,20220117,2.316,2.316,,,,2.316,0
497,161130.SZ,20220118,20220114,2.3191,2.3191,,,,2.3191,0
498,161130.SZ,20220115,20220113,2.2976,2.2976,,,,2.2976,0
499,161130.SZ,20220114,20220112,2.3608,2.3608,,,,2.3608,0
500,161130.SZ,20220113,20220111,2.3531,2.3531,,,,2.3531,0
501,161130.SZ,20220112,20220110,2.3189,2.3189,,,,2.3189,0
502,161130.SZ,20220111,20220107,2.3191,2.3191,,,,2.3191,0
503,161130.SZ,20220108,20220106,2.3437,2.3437,,,,2.3437,0
504,161130.SZ,20220107,20220105,2.3466,2.3466,,,,2.3466,0
505,161130.SZ,20220106,20220104,2.4207,2.4207,,,,2.4207,0
506,161130.SZ,20220105,20211231,2.4257,2.4257,,,,2.4257,0
507,161130.SZ,20220121,20211231,2.4257,2.4257,,966977633.47,973805812.38,2.4257,1
508,161130.SZ,20220101,20211230,2.4379,2.4379,,,,2.4379,0
509,161130.SZ,20211231,20211229,2.4491,2.4491,,,,2.4491,0
510,161130.SZ,20211230,20211228,2.4486,2.4486,,,,2.4486,0
511,161130.SZ,20211229,20211227,2.4585,2.4585,,,,2.4585,0
512,161130.SZ,20211228,20211224,2.4211,2.4211,,,,2.4211,0
513,161130.SZ,20211225,20211223,2.4196,2.4196,,,,2.4196,0
514,161130.SZ,20211224,20211222,2.403,2.403,,,,2.403,0
515,161130.SZ,20211223,20211221,2.3758,2.3758,,,,2.3758,0
516,161130.SZ,20211222,20211220,2.3308,2.3308,,,,2.3308,0
517,161130.SZ,20211221,20211217,2.3458,2.3458,,,,2.3458,0
518,161130.SZ,20211218,20211216,2.3548,2.3548,,,,2.3548,0
519,161130.SZ,20211217,20211215,2.4196,2.4196,,,,2.4196,0
520,161130.SZ,20211216,20211214,2.3637,2.3637,,,,2.3637,0
521,161130.SZ,20211215,20211213,2.3877,2.3877,,,,2.3877,0
522,161130.SZ,20211214,20211210,2.4255,2.4255,,,,2.4255,0
523,161130.SZ,20211211,20211209,2.3916,2.3916,,,,2.3916,0
524,161130.SZ,20211210,20211208,2.4338,2.4338,,,,2.4338,0
525,161130.SZ,20211209,20211207,2.4262,2.4262,,,,2.4262,0
526,161130.SZ,20211208,20211206,2.3552,2.3552,,,,2.3552,0
527,161130.SZ,20211207,20211203,2.3372,2.3372,,,,2.3372,0
528,161130.SZ,20211204,20211202,2.3771,2.3771,,,,2.3771,0
529,161130.SZ,20211203,20211201,2.3593,2.3593,,,,2.3593,0
530,161130.SZ,20211202,20211130,2.401,2.401,,,,2.401,0
531,161130.SZ,20211201,20211129,2.4425,2.4425,,,,2.4425,0
532,161130.SZ,20211130,20211126,2.3906,2.3906,,,,2.3906,0
533,161130.SZ,20211127,20211125,2.442,2.442,,,,2.442,0
534,161130.SZ,20211126,20211124,2.4392,2.4392,,,,2.4392,0
535,161130.SZ,20211125,20211123,2.4313,2.4313,,,,2.4313,0
536,161130.SZ,20211124,20211122,2.4431,2.4431,,,,2.4431,0
537,161130.SZ,20211123,20211119,2.4666,2.4666,,,,2.4666,0
538,161130.SZ,20211120,20211118,2.4526,2.4526,,,,2.4526,0
539,161130.SZ,20211119,20211117,2.4323,2.4323,,,,2.4323,0
540,161130.SZ,20211118,20211116,2.4317,2.4317,,,,2.4317,0
541,161130.SZ,20211117,20211115,2.4131,2.4131,,,,2.4131,0
542,161130.SZ,20211116,20211112,2.4212,2.4212,,,,2.4212,0
543,161130.SZ,20211113,20211111,2.3995,2.3995,,,,2.3995,0
544,161130.SZ,20211112,20211110,2.3853,2.3853,,,,2.3853,0
545,161130.SZ,20211111,20211109,2.4181,2.4181,,,,2.4181,0
546,161130.SZ,20211110,20211108,2.4374,2.4374,,,,2.4374,0
547,161130.SZ,20211109,20211105,2.4419,2.4419,,,,2.4419,0
548,161130.SZ,20211106,20211104,2.4381,2.4381,,,,2.4381,0
549,161130.SZ,20211105,20211103,2.4135,2.4135,,,,2.4135,0
550,161130.SZ,20211104,20211102,2.3857,2.3857,,,,2.3857,0
551,161130.SZ,20211103,20211101,2.3827,2.3827,,,,2.3827,0
552,161130.SZ,20211102,20211029,2.3642,2.3642,,,,2.3642,0
553,161130.SZ,20211030,20211028,2.3555,2.3555,,,,2.3555,0
554,161130.SZ,20211029,20211027,2.3258,2.3258,,,,2.3258,0
555,161130.SZ,20211028,20211026,2.3216,2.3216,,,,2.3216,0
556,161130.SZ,20211027,20211025,2.3163,2.3163,,,,2.3163,0
557,161130.SZ,20211026,20211022,2.2974,2.2974,,,,2.2974,0
558,161130.SZ,20211023,20211021,2.3118,2.3118,,,,2.3118,0
559,161130.SZ,20211022,20211020,2.3037,2.3037,,,,2.3037,0
560,161130.SZ,20211021,20211019,2.3153,2.3153,,,,2.3153,0
561,161130.SZ,20211020,20211018,2.2993,2.2993,,,,2.2993,0
562,161130.SZ,20211019,20211015,2.2803,2.2803,,,,2.2803,0
563,161130.SZ,20211016,20211014,2.2677,2.2677,,,,2.2677,0
564,161130.SZ,20211015,20211013,2.2343,2.2343,,,,2.2343,0
565,161130.SZ,20211014,20211012,2.2125,2.2125,,,,2.2125,0
566,161130.SZ,20211013,20211011,2.221,2.221,,,,2.221,0
567,161130.SZ,20211012,20211008,2.2408,2.2408,,,,2.2408,0
568,161130.SZ,20211009,20210930,2.2305,2.2305,,,,2.2305,0
569,161130.SZ,20211027,20210930,2.2305,2.2305,,936870405.62,940137347.7,2.2305,1
570,161130.SZ,20211001,20210929,2.2328,2.2328,,,,2.2328,0
571,161130.SZ,20210930,20210928,2.2334,2.2334,,,,2.2334,0
572,161130.SZ,20210929,20210927,2.3006,2.3006,,,,2.3006,0
573,161130.SZ,20210928,20210924,2.3158,2.3158,,,,2.3158,0
574,161130.SZ,20210925,20210923,2.3193,2.3193,,,,2.3193,0
575,161130.SZ,20210924,20210922,2.2966,2.2966,,,,2.2966,0
576,161130.SZ,20210923,20210917,2.3145,2.3145,,,,2.3145,0
577,161130.SZ,20210918,20210916,2.3346,2.3346,,,,2.3346,0
578,161130.SZ,20210917,20210915,2.3387,2.3387,,,,2.3387,0
579,161130.SZ,20210916,20210914,2.3213,2.3213,,,,2.3213,0
580,161130.SZ,20210915,20210913,2.329,2.329,,,,2.329,0
581,161130.SZ,20210914,20210910,2.3326,2.3326,,,,2.3326,0
582,161130.SZ,20210911,20210909,2.3523,2.3523,,,,2.3523,0
583,161130.SZ,20210910,20210908,2.3634,2.3634,,,,2.3634,0
584,161130.SZ,20210909,20210907,2.3665,2.3665,,,,2.3665,0
585,161130.SZ,20210908,20210906,2.3631,2.3631,,,,2.3631,0
586,161130.SZ,20210907,20210903,2.3651,2.3651,,,,2.3651,0
587,161130.SZ,20210904,20210902,2.3585,2.3585,,,,2.3585,0
588,161130.SZ,20210903,20210901,2.3627,2.3627,,,,2.3627,0
589,161130.SZ,20210902,20210831,2.3584,2.3584,,,,2.3584,0
590,161130.SZ,20210901,20210830,2.3615,2.3615,,,,2.3615,0
591,161130.SZ,20210831,20210827,2.343,2.343,,,,2.343,0
592,161130.SZ,20210828,20210826,2.3152,2.3152,,,,2.3152,0
593,161130.SZ,20210827,20210825,2.329,2.329,,,,2.329,0
594,161130.SZ,20210826,20210824,2.3303,2.3303,,,,2.3303,0
595,161130.SZ,20210825,20210823,2.3293,2.3293,,,,2.3293,0
596,161130.SZ,20210824,20210820,2.2965,2.2965,,,,2.2965,0
597,161130.SZ,20210821,20210819,2.268,2.268,,,,2.268,0
598,161130.SZ,20210820,20210818,2.2589,2.2589,,,,2.2589,0
599,161130.SZ,20210819,20210817,2.2749,2.2749,,,,2.2749,0
600,161130.SZ,20210818,20210816,2.2939,2.2939,,,,2.2939,0
601,161130.SZ,20210817,20210813,2.2963,2.2963,,,,2.2963,0
602,161130.SZ,20210814,20210812,2.2876,2.2876,,,,2.2876,0
603,161130.SZ,20210813,20210811,2.2811,2.2811,,,,2.2811,0
604,161130.SZ,20210812,20210810,2.2854,2.2854,,,,2.2854,0
605,161130.SZ,20210811,20210809,2.2974,2.2974,,,,2.2974,0
606,161130.SZ,20210810,20210806,2.2864,2.2864,,,,2.2864,0
607,161130.SZ,20210807,20210805,2.2993,2.2993,,,,2.2993,0
608,161130.SZ,20210806,20210804,2.2832,2.2832,,,,2.2832,0
609,161130.SZ,20210805,20210803,2.2783,2.2783,,,,2.2783,0
610,161130.SZ,20210804,20210802,2.2655,2.2655,,,,2.2655,0
611,161130.SZ,20210803,20210730,2.2632,2.2632,,,,2.2632,0
612,161130.SZ,20210731,20210729,2.2881,2.2881,,,,2.2881,0
613,161130.SZ,20210730,20210728,2.2831,2.2831,,,,2.2831,0
614,161130.SZ,20210729,20210727,2.2672,2.2672,,,,2.2672,0
615,161130.SZ,20210728,20210726,2.2934,2.2934,,,,2.2934,0
616,161130.SZ,20210727,20210723,2.2876,2.2876,,,,2.2876,0
617,161130.SZ,20210724,20210722,2.262,2.262,,,,2.262,0
618,161130.SZ,20210723,20210721,2.2539,2.2539,,,,2.2539,0
619,161130.SZ,20210722,20210720,2.2375,2.2375,,,,2.2375,0
620,161130.SZ,20210721,20210719,2.2054,2.2054,,,,2.2054,0
621,161130.SZ,20210720,20210716,2.2253,2.2253,,,,2.2253,0
622,161130.SZ,20210717,20210715,2.2402,2.2402,,,,2.2402,0
623,161130.SZ,20210716,20210714,2.2619,2.2619,,,,2.2619,0
624,161130.SZ,20210715,20210713,2.2562,2.2562,,,,2.2562,0
625,161130.SZ,20210714,20210712,2.2577,2.2577,,,,2.2577,0
626,161130.SZ,20210713,20210709,2.2494,2.2494,,,,2.2494,0
627,161130.SZ,20210710,20210708,2.2325,2.2325,,,,2.2325,0
628,161130.SZ,20210709,20210707,2.2475,2.2475,,,,2.2475,0
629,161130.SZ,20210708,20210706,2.2387,2.2387,,,,2.2387,0
630,161130.SZ,20210707,20210705,2.233,2.233,,,,2.233,0
631,161130.SZ,20210706,20210702,2.2337,2.2337,,,,2.2337,0
632,161130.SZ,20210703,20210701,2.2094,2.2094,,,,2.2094,0
633,161130.SZ,20210702,20210630,2.205,2.205,,,,2.205,0
634,161130.SZ,20210720,20210630,2.205,2.205,,954407660.99,954407660.99,2.205,1
635,161130.SZ,20210701,20210629,2.2064,2.2064,,,,2.2064,0
636,161130.SZ,20210630,20210628,2.1999,2.1999,,,,2.1999,0
637,161130.SZ,20210629,20210625,2.1799,2.1799,,,,2.1799,0
638,161130.SZ,20210626,20210624,2.1855,2.1855,,,,2.1855,0
639,161130.SZ,20210625,20210623,2.1654,2.1654,,,,2.1654,0
640,161130.SZ,20210624,20210622,2.1646,2.1646,,,,2.1646,0
641,161130.SZ,20210623,20210621,2.143,2.143,,,,2.143,0
642,161130.SZ,20210622,20210618,2.1243,2.1243,,,,2.1243,0
643,161130.SZ,20210619,20210617,2.139,2.139,,,,2.139,0
644,161130.SZ,20210618,20210616,2.106,2.106,,,,2.106,0
645,161130.SZ,20210617,20210615,2.1126,2.1126,,,,2.1126,0
646,161130.SZ,20210616,20210611,2.1012,2.1012,,,,2.1012,0
